"endorser","category","candidate","endorsement"
"Jon Golinger","District 17","Malia Cohen","No"
"Jon Golinger","District 17","Marlene Tran","No"
"Jon Golinger","District 17","Melissa San Miguel","No"
"Jon Golinger","District 17","Michael E. Grafton","No"
"Jon Golinger","District 17","Nicholas Pasquarielleo","No"
"Jon Golinger","District 17","Petra DeJesus","Yes"
"Jon Golinger","District 17","Pratima Gupta","Yes"
"Jon Golinger","District 17","Rafael Mandelman","Yes"
"Jon Golinger","District 17","Rebecca Prozan","No"
"Jon Golinger","District 17","Rick Hauptman","No"
"Jon Golinger","District 17","Rodney Hauge","No"
"Jon Golinger","District 17","Scott Wiener","No"
"Jon Golinger","District 17","Shaun Haines","No"
"Jon Golinger","District 17","Sophie Maxwell","Yes"
"Jon Golinger","District 17","Tom Ammiano","Yes"
"Jon Golinger","District 17","Tom Hsieh, Sr.","No"
"Jon Golinger","District 17","Wade Woods","Yes"
"Jon Golinger","District 17","Wendy Ha Chau","No"
"Jon Golinger","District 17","Zoe Dunning","No"
"Jon Golinger","District 19","Angela Alioto","No"
"Jon Golinger","District 19","Bill Fazio","No"
"Jon Golinger","District 19","Brigitte Davila","Yes"
"Jon Golinger","District 19","Emily Murase","No"
"Jon Golinger","District 19","Eric Mar","Yes"
"Jon Golinger","District 19","Gabriel Medina","No"
"Jon Golinger","District 19","Hene Kelly","Yes"
"Jon Golinger","District 19","Joel Engardio","No"
"Jon Golinger","District 19","Kat Anderson","No"
"Jon Golinger","District 19","Keith Baraka","No"
"Jon Golinger","District 19","Leah LaCroix","Yes"
"Jon Golinger","District 19","Marjan Philhour","No"
"Jon Golinger","District 19","Mark Farrell","No"
"Jon Golinger","District 19","Mary Jung","No"
"Jon Golinger","District 19","Myrna Melgar","Yes"
"Jon Golinger","District 19","Norman Yee","Yes"
"Jon Golinger","District 19","Rachel Norton","No"
"Jon Golinger","District 19","Samuel Kwong","No"
"Jon Golinger","District 19","Sandra Lee Fewer","Yes"
"Jon Golinger","District 19","Tom A. Hsieh, Jr.","No"
"Jon Golinger","District 19","Trevor McNeil","No"
"Jon Golinger","Proposition","Local A",NA
"Jon Golinger","Proposition","Local B",NA
"Jon Golinger","Proposition","Local C",NA
"Jon Golinger","Proposition","Local D",NA
"Jon Golinger","Proposition","Local E",NA
"Jon Golinger","Proposition","Regional AA",NA
"Jon Golinger","Proposition","State 50",NA
"Jon Golinger","State Senate","Jane Kim",NA
"Jon Golinger","State Senate","Scott Wiener",NA
"New Avenues Democratic Club","District 17","Aaron Peskin",NA
"New Avenues Democratic Club","District 17","Alix Rosenthal",NA
"New Avenues Democratic Club","District 17","Alysabeth Alexander",NA
"New Avenues Democratic Club","District 17","Arlo Hale Smith",NA
"New Avenues Democratic Club","District 17","Bevan Dufty",NA
"New Avenues Democratic Club","District 17","Cindy Wu",NA
"New Avenues Democratic Club","District 17","David Campos",NA
"New Avenues Democratic Club","District 17","David Giesen",NA
"New Avenues Democratic Club","District 17","Frances Hsieh",NA
"New Avenues Democratic Club","District 17","Francis Tsang",NA
"New Avenues Democratic Club","District 17","Gary McCoy",NA
"New Avenues Democratic Club","District 17","Gladys Soto",NA
"New Avenues Democratic Club","District 17","Jane Kim",NA
"New Avenues Democratic Club","District 17","Jill Wynns",NA
"New Avenues Democratic Club","District 17","Jo Elias-Jackson",NA
"New Avenues Democratic Club","District 17","John Burton",NA
"New Avenues Democratic Club","District 17","Jon Golinger",NA
"New Avenues Democratic Club","District 17","Joshua Arce",NA
"New Avenues Democratic Club","District 17","Leah Pimentel",NA
"New Avenues Democratic Club","District 17","London Breed",NA
"New Avenues Democratic Club","District 17","Malia Cohen",NA
"New Avenues Democratic Club","District 17","Marlene Tran",NA
"New Avenues Democratic Club","District 17","Melissa San Miguel",NA
"New Avenues Democratic Club","District 17","Michael E. Grafton",NA
"New Avenues Democratic Club","District 17","Nicholas Pasquarielleo",NA
"New Avenues Democratic Club","District 17","Petra DeJesus",NA
"New Avenues Democratic Club","District 17","Pratima Gupta",NA
"New Avenues Democratic Club","District 17","Rafael Mandelman",NA
"New Avenues Democratic Club","District 17","Rebecca Prozan",NA
"New Avenues Democratic Club","District 17","Rick Hauptman",NA
"New Avenues Democratic Club","District 17","Rodney Hauge",NA
"New Avenues Democratic Club","District 17","Scott Wiener",NA
"New Avenues Democratic Club","District 17","Shaun Haines",NA
"New Avenues Democratic Club","District 17","Sophie Maxwell",NA
"New Avenues Democratic Club","District 17","Tom Ammiano",NA
"New Avenues Democratic Club","District 17","Tom Hsieh, Sr.",NA
"New Avenues Democratic Club","District 17","Wade Woods",NA
"New Avenues Democratic Club","District 17","Wendy Ha Chau",NA
"New Avenues Democratic Club","District 17","Zoe Dunning",NA
"New Avenues Democratic Club","District 19","Angela Alioto","No"
"New Avenues Democratic Club","District 19","Bill Fazio","No"
"New Avenues Democratic Club","District 19","Brigitte Davila","Yes"
"New Avenues Democratic Club","District 19","Emily Murase","No"
"New Avenues Democratic Club","District 19","Eric Mar","Yes"
"New Avenues Democratic Club","District 19","Gabriel Medina","Yes"
"New Avenues Democratic Club","District 19","Hene Kelly","Yes"
"New Avenues Democratic Club","District 19","Joel Engardio","No"
"New Avenues Democratic Club","District 19","Kat Anderson","No"
"New Avenues Democratic Club","District 19","Keith Baraka","No"
"New Avenues Democratic Club","District 19","Leah LaCroix","Yes"
"New Avenues Democratic Club","District 19","Marjan Philhour","No"
"New Avenues Democratic Club","District 19","Mark Farrell","No"
"New Avenues Democratic Club","District 19","Mary Jung","No"
"New Avenues Democratic Club","District 19","Myrna Melgar","Yes"
"New Avenues Democratic Club","District 19","Norman Yee","Yes"
"New Avenues Democratic Club","District 19","Rachel Norton","Yes"
"New Avenues Democratic Club","District 19","Samuel Kwong","No"
"New Avenues Democratic Club","District 19","Sandra Lee Fewer","Yes"
"New Avenues Democratic Club","District 19","Tom A. Hsieh, Jr.","No"
"New Avenues Democratic Club","District 19","Trevor McNeil","No"
"New Avenues Democratic Club","Proposition","Local A","Yes"
"New Avenues Democratic Club","Proposition","Local B","Yes"
"New Avenues Democratic Club","Proposition","Local C","Yes"
"New Avenues Democratic Club","Proposition","Local D","Yes"
"New Avenues Democratic Club","Proposition","Local E","Yes"
"New Avenues Democratic Club","Proposition","Regional AA","Yes"
"New Avenues Democratic Club","Proposition","State 50","Yes"
"New Avenues Democratic Club","State Senate","Jane Kim",NA
"New Avenues Democratic Club","State Senate","Scott Wiener",NA
"Noe Valley Democratic Club","District 17","Aaron Peskin","No"
"Noe Valley Democratic Club","District 17","Alix Rosenthal","Yes"
"Noe Valley Democratic Club","District 17","Alysabeth Alexander","No"
"Noe Valley Democratic Club","District 17","Arlo Hale Smith","Yes"
"Noe Valley Democratic Club","District 17","Bevan Dufty","No"
"Noe Valley Democratic Club","District 17","Cindy Wu","No"
"Noe Valley Democratic Club","District 17","David Campos","No"
"Noe Valley Democratic Club","District 17","David Giesen","No"
"Noe Valley Democratic Club","District 17","Frances Hsieh","No"
"Noe Valley Democratic Club","District 17","Francis Tsang","Yes"
"Noe Valley Democratic Club","District 17","Gary McCoy","Yes"
"Noe Valley Democratic Club","District 17","Gladys Soto","No"
"Noe Valley Democratic Club","District 17","Jane Kim","No"
"Noe Valley Democratic Club","District 17","Jill Wynns","Yes"
"Noe Valley Democratic Club","District 17","Jo Elias-Jackson","No"
"Noe Valley Democratic Club","District 17","John Burton","No"
"Noe Valley Democratic Club","District 17","Jon Golinger","No"
"Noe Valley Democratic Club","District 17","Joshua Arce","Yes"
"Noe Valley Democratic Club","District 17","Leah Pimentel","Yes"
"Noe Valley Democratic Club","District 17","London Breed","Yes"
"Noe Valley Democratic Club","District 17","Malia Cohen","Yes"
"Noe Valley Democratic Club","District 17","Marlene Tran","No"
"Noe Valley Democratic Club","District 17","Melissa San Miguel","No"
"Noe Valley Democratic Club","District 17","Michael E. Grafton","No"
"Noe Valley Democratic Club","District 17","Nicholas Pasquarielleo","No"
"Noe Valley Democratic Club","District 17","Petra DeJesus","No"
"Noe Valley Democratic Club","District 17","Pratima Gupta","No"
"Noe Valley Democratic Club","District 17","Rafael Mandelman","No"
"Noe Valley Democratic Club","District 17","Rebecca Prozan","Yes"
"Noe Valley Democratic Club","District 17","Rick Hauptman","No"
"Noe Valley Democratic Club","District 17","Rodney Hauge","No"
"Noe Valley Democratic Club","District 17","Scott Wiener","Yes"
"Noe Valley Democratic Club","District 17","Shaun Haines","Yes"
"Noe Valley Democratic Club","District 17","Sophie Maxwell","No"
"Noe Valley Democratic Club","District 17","Tom Ammiano","No"
"Noe Valley Democratic Club","District 17","Tom Hsieh, Sr.","Yes"
"Noe Valley Democratic Club","District 17","Wade Woods","No"
"Noe Valley Democratic Club","District 17","Wendy Ha Chau","No"
"Noe Valley Democratic Club","District 17","Zoe Dunning","Yes"
"Noe Valley Democratic Club","District 19","Angela Alioto",NA
"Noe Valley Democratic Club","District 19","Bill Fazio",NA
"Noe Valley Democratic Club","District 19","Brigitte Davila",NA
"Noe Valley Democratic Club","District 19","Emily Murase",NA
"Noe Valley Democratic Club","District 19","Eric Mar",NA
"Noe Valley Democratic Club","District 19","Gabriel Medina",NA
"Noe Valley Democratic Club","District 19","Hene Kelly",NA
"Noe Valley Democratic Club","District 19","Joel Engardio",NA
"Noe Valley Democratic Club","District 19","Kat Anderson",NA
"Noe Valley Democratic Club","District 19","Keith Baraka",NA
"Noe Valley Democratic Club","District 19","Leah LaCroix",NA
"Noe Valley Democratic Club","District 19","Marjan Philhour",NA
"Noe Valley Democratic Club","District 19","Mark Farrell",NA
"Noe Valley Democratic Club","District 19","Mary Jung",NA
"Noe Valley Democratic Club","District 19","Myrna Melgar",NA
"Noe Valley Democratic Club","District 19","Norman Yee",NA
"Noe Valley Democratic Club","District 19","Rachel Norton",NA
"Noe Valley Democratic Club","District 19","Samuel Kwong",NA
"Noe Valley Democratic Club","District 19","Sandra Lee Fewer",NA
"Noe Valley Democratic Club","District 19","Tom A. Hsieh, Jr.",NA
"Noe Valley Democratic Club","District 19","Trevor McNeil",NA
"Noe Valley Democratic Club","Proposition","Local A","Yes"
"Noe Valley Democratic Club","Proposition","Local B","Yes"
"Noe Valley Democratic Club","Proposition","Local C","Yes"
"Noe Valley Democratic Club","Proposition","Local D","Yes"
"Noe Valley Democratic Club","Proposition","Local E","Yes"
"Noe Valley Democratic Club","Proposition","Regional AA","Yes"
"Noe Valley Democratic Club","Proposition","State 50",NA
"Noe Valley Democratic Club","State Senate","Jane Kim","No"
"Noe Valley Democratic Club","State Senate","Scott Wiener","Yes"
"Potrero Hill Democratic Club","District 17","Aaron Peskin","Yes"
"Potrero Hill Democratic Club","District 17","Alix Rosenthal","No"
"Potrero Hill Democratic Club","District 17","Alysabeth Alexander","Yes"
"Potrero Hill Democratic Club","District 17","Arlo Hale Smith","No"
"Potrero Hill Democratic Club","District 17","Bevan Dufty","Yes"
"Potrero Hill Democratic Club","District 17","Cindy Wu","Yes"
"Potrero Hill Democratic Club","District 17","David Campos","Yes"
"Potrero Hill Democratic Club","District 17","David Giesen","No"
"Potrero Hill Democratic Club","District 17","Frances Hsieh","Yes"
"Potrero Hill Democratic Club","District 17","Francis Tsang","No"
"Potrero Hill Democratic Club","District 17","Gary McCoy","No"
"Potrero Hill Democratic Club","District 17","Gladys Soto","No"
"Potrero Hill Democratic Club","District 17","Jane Kim","Yes"
"Potrero Hill Democratic Club","District 17","Jill Wynns","No"
"Potrero Hill Democratic Club","District 17","Jo Elias-Jackson","No"
"Potrero Hill Democratic Club","District 17","John Burton","No"
"Potrero Hill Democratic Club","District 17","Jon Golinger","Yes"
"Potrero Hill Democratic Club","District 17","Joshua Arce","No"
"Potrero Hill Democratic Club","District 17","Leah Pimentel","No"
"Potrero Hill Democratic Club","District 17","London Breed","No"
"Potrero Hill Democratic Club","District 17","Malia Cohen","No"
"Potrero Hill Democratic Club","District 17","Marlene Tran","No"
"Potrero Hill Democratic Club","District 17","Melissa San Miguel","No"
"Potrero Hill Democratic Club","District 17","Michael E. Grafton","No"
"Potrero Hill Democratic Club","District 17","Nicholas Pasquarielleo","No"
"Potrero Hill Democratic Club","District 17","Petra DeJesus","Yes"
"Potrero Hill Democratic Club","District 17","Pratima Gupta","Yes"
"Potrero Hill Democratic Club","District 17","Rafael Mandelman","Yes"
"Potrero Hill Democratic Club","District 17","Rebecca Prozan","No"
"Potrero Hill Democratic Club","District 17","Rick Hauptman","No"
"Potrero Hill Democratic Club","District 17","Rodney Hauge","No"
"Potrero Hill Democratic Club","District 17","Scott Wiener","No"
"Potrero Hill Democratic Club","District 17","Shaun Haines","No"
"Potrero Hill Democratic Club","District 17","Sophie Maxwell","Yes"
"Potrero Hill Democratic Club","District 17","Tom Ammiano","Yes"
"Potrero Hill Democratic Club","District 17","Tom Hsieh, Sr.","No"
"Potrero Hill Democratic Club","District 17","Wade Woods","No"
"Potrero Hill Democratic Club","District 17","Wendy Ha Chau","No"
"Potrero Hill Democratic Club","District 17","Zoe Dunning","No"
"Potrero Hill Democratic Club","District 19","Angela Alioto",NA
"Potrero Hill Democratic Club","District 19","Bill Fazio",NA
"Potrero Hill Democratic Club","District 19","Brigitte Davila",NA
"Potrero Hill Democratic Club","District 19","Emily Murase",NA
"Potrero Hill Democratic Club","District 19","Eric Mar",NA
"Potrero Hill Democratic Club","District 19","Gabriel Medina",NA
"Potrero Hill Democratic Club","District 19","Hene Kelly",NA
"Potrero Hill Democratic Club","District 19","Joel Engardio",NA
"Potrero Hill Democratic Club","District 19","Kat Anderson",NA
"Potrero Hill Democratic Club","District 19","Keith Baraka",NA
"Potrero Hill Democratic Club","District 19","Leah LaCroix",NA
"Potrero Hill Democratic Club","District 19","Marjan Philhour",NA
"Potrero Hill Democratic Club","District 19","Mark Farrell",NA
"Potrero Hill Democratic Club","District 19","Mary Jung",NA
"Potrero Hill Democratic Club","District 19","Myrna Melgar",NA
"Potrero Hill Democratic Club","District 19","Norman Yee",NA
"Potrero Hill Democratic Club","District 19","Rachel Norton",NA
"Potrero Hill Democratic Club","District 19","Samuel Kwong",NA
"Potrero Hill Democratic Club","District 19","Sandra Lee Fewer",NA
"Potrero Hill Democratic Club","District 19","Tom A. Hsieh, Jr.",NA
"Potrero Hill Democratic Club","District 19","Trevor McNeil",NA
"Potrero Hill Democratic Club","Proposition","Local A","Yes"
"Potrero Hill Democratic Club","Proposition","Local B","No"
"Potrero Hill Democratic Club","Proposition","Local C","Yes"
"Potrero Hill Democratic Club","Proposition","Local D","Yes"
"Potrero Hill Democratic Club","Proposition","Local E","Yes"
"Potrero Hill Democratic Club","Proposition","Regional AA","Yes"
"Potrero Hill Democratic Club","Proposition","State 50","Yes"
"Potrero Hill Democratic Club","State Senate","Jane Kim",NA
"Potrero Hill Democratic Club","State Senate","Scott Wiener",NA
"Progress Dems","District 17","Aaron Peskin","No"
"Progress Dems","District 17","Alix Rosenthal","Yes"
"Progress Dems","District 17","Alysabeth Alexander","No"
"Progress Dems","District 17","Arlo Hale Smith","Yes"
"Progress Dems","District 17","Bevan Dufty","No"
"Progress Dems","District 17","Cindy Wu","No"
"Progress Dems","District 17","David Campos","No"
"Progress Dems","District 17","David Giesen","No"
"Progress Dems","District 17","Frances Hsieh","No"
"Progress Dems","District 17","Francis Tsang","Yes"
"Progress Dems","District 17","Gary McCoy","Yes"
"Progress Dems","District 17","Gladys Soto","No"
"Progress Dems","District 17","Jane Kim","No"
"Progress Dems","District 17","Jill Wynns","Yes"
"Progress Dems","District 17","Jo Elias-Jackson","No"
"Progress Dems","District 17","John Burton","No"
"Progress Dems","District 17","Jon Golinger","No"
"Progress Dems","District 17","Joshua Arce","Yes"
"Progress Dems","District 17","Leah Pimentel","Yes"
"Progress Dems","District 17","London Breed","Yes"
"Progress Dems","District 17","Malia Cohen","Yes"
"Progress Dems","District 17","Marlene Tran","No"
"Progress Dems","District 17","Melissa San Miguel","No"
"Progress Dems","District 17","Michael E. Grafton","No"
"Progress Dems","District 17","Nicholas Pasquarielleo","No"
"Progress Dems","District 17","Petra DeJesus","No"
"Progress Dems","District 17","Pratima Gupta","No"
"Progress Dems","District 17","Rafael Mandelman","No"
"Progress Dems","District 17","Rebecca Prozan","Yes"
"Progress Dems","District 17","Rick Hauptman","No"
"Progress Dems","District 17","Rodney Hauge","No"
"Progress Dems","District 17","Scott Wiener","Yes"
"Progress Dems","District 17","Shaun Haines","No"
"Progress Dems","District 17","Sophie Maxwell","No"
"Progress Dems","District 17","Tom Ammiano","No"
"Progress Dems","District 17","Tom Hsieh, Sr.","Yes"
"Progress Dems","District 17","Wade Woods","No"
"Progress Dems","District 17","Wendy Ha Chau","No"
"Progress Dems","District 17","Zoe Dunning","Yes"
"Progress Dems","District 19","Angela Alioto","No"
"Progress Dems","District 19","Bill Fazio","No"
"Progress Dems","District 19","Brigitte Davila","No"
"Progress Dems","District 19","Emily Murase","Yes"
"Progress Dems","District 19","Eric Mar","No"
"Progress Dems","District 19","Gabriel Medina","No"
"Progress Dems","District 19","Hene Kelly","No"
"Progress Dems","District 19","Joel Engardio","Yes"
"Progress Dems","District 19","Kat Anderson","Yes"
"Progress Dems","District 19","Keith Baraka","Yes"
"Progress Dems","District 19","Leah LaCroix","No"
"Progress Dems","District 19","Marjan Philhour","Yes"
"Progress Dems","District 19","Mark Farrell","Yes"
"Progress Dems","District 19","Mary Jung","Yes"
"Progress Dems","District 19","Myrna Melgar","No"
"Progress Dems","District 19","Norman Yee","No"
"Progress Dems","District 19","Rachel Norton","Yes"
"Progress Dems","District 19","Samuel Kwong","No"
"Progress Dems","District 19","Sandra Lee Fewer","No"
"Progress Dems","District 19","Tom A. Hsieh, Jr.","Yes"
"Progress Dems","District 19","Trevor McNeil","Yes"
"Progress Dems","Proposition","Local A",NA
"Progress Dems","Proposition","Local B",NA
"Progress Dems","Proposition","Local C",NA
"Progress Dems","Proposition","Local D",NA
"Progress Dems","Proposition","Local E",NA
"Progress Dems","Proposition","Regional AA",NA
"Progress Dems","Proposition","State 50",NA
"Progress Dems","State Senate","Jane Kim",NA
"Progress Dems","State Senate","Scott Wiener",NA
"Raoul Wallenberg Democratic Club","District 17","Aaron Peskin","No"
"Raoul Wallenberg Democratic Club","District 17","Alix Rosenthal","Yes"
"Raoul Wallenberg Democratic Club","District 17","Alysabeth Alexander","No"
"Raoul Wallenberg Democratic Club","District 17","Arlo Hale Smith","No"
"Raoul Wallenberg Democratic Club","District 17","Bevan Dufty","Yes"
"Raoul Wallenberg Democratic Club","District 17","Cindy Wu","No"
"Raoul Wallenberg Democratic Club","District 17","David Campos","No"
"Raoul Wallenberg Democratic Club","District 17","David Giesen","No"
"Raoul Wallenberg Democratic Club","District 17","Frances Hsieh","No"
"Raoul Wallenberg Democratic Club","District 17","Francis Tsang","Yes"
"Raoul Wallenberg Democratic Club","District 17","Gary McCoy","Yes"
"Raoul Wallenberg Democratic Club","District 17","Gladys Soto","No"
"Raoul Wallenberg Democratic Club","District 17","Jane Kim","No"
"Raoul Wallenberg Democratic Club","District 17","Jill Wynns","Yes"
"Raoul Wallenberg Democratic Club","District 17","Jo Elias-Jackson","No"
"Raoul Wallenberg Democratic Club","District 17","John Burton","No"
"Raoul Wallenberg Democratic Club","District 17","Jon Golinger","No"
"Raoul Wallenberg Democratic Club","District 17","Joshua Arce","Yes"
"Raoul Wallenberg Democratic Club","District 17","Leah Pimentel","Yes"
"Raoul Wallenberg Democratic Club","District 17","London Breed","Yes"
"Raoul Wallenberg Democratic Club","District 17","Malia Cohen","Yes"
"Raoul Wallenberg Democratic Club","District 17","Marlene Tran","No"
"Raoul Wallenberg Democratic Club","District 17","Melissa San Miguel","No"
"Raoul Wallenberg Democratic Club","District 17","Michael E. Grafton","No"
"Raoul Wallenberg Democratic Club","District 17","Nicholas Pasquarielleo","No"
"Raoul Wallenberg Democratic Club","District 17","Petra DeJesus","No"
"Raoul Wallenberg Democratic Club","District 17","Pratima Gupta","No"
"Raoul Wallenberg Democratic Club","District 17","Rafael Mandelman","Yes"
"Raoul Wallenberg Democratic Club","District 17","Rebecca Prozan","Yes"
"Raoul Wallenberg Democratic Club","District 17","Rick Hauptman","No"
"Raoul Wallenberg Democratic Club","District 17","Rodney Hauge","No"
"Raoul Wallenberg Democratic Club","District 17","Scott Wiener","Yes"
"Raoul Wallenberg Democratic Club","District 17","Shaun Haines","No"
"Raoul Wallenberg Democratic Club","District 17","Sophie Maxwell","No"
"Raoul Wallenberg Democratic Club","District 17","Tom Ammiano","No"
"Raoul Wallenberg Democratic Club","District 17","Tom Hsieh, Sr.","No"
"Raoul Wallenberg Democratic Club","District 17","Wade Woods","No"
"Raoul Wallenberg Democratic Club","District 17","Wendy Ha Chau","No"
"Raoul Wallenberg Democratic Club","District 17","Zoe Dunning","Yes"
"Raoul Wallenberg Democratic Club","District 19","Angela Alioto","No"
"Raoul Wallenberg Democratic Club","District 19","Bill Fazio","No"
"Raoul Wallenberg Democratic Club","District 19","Brigitte Davila","No"
"Raoul Wallenberg Democratic Club","District 19","Emily Murase","No"
"Raoul Wallenberg Democratic Club","District 19","Eric Mar","No"
"Raoul Wallenberg Democratic Club","District 19","Gabriel Medina","No"
"Raoul Wallenberg Democratic Club","District 19","Hene Kelly","Yes"
"Raoul Wallenberg Democratic Club","District 19","Joel Engardio","No"
"Raoul Wallenberg Democratic Club","District 19","Kat Anderson","Yes"
"Raoul Wallenberg Democratic Club","District 19","Keith Baraka","Yes"
"Raoul Wallenberg Democratic Club","District 19","Leah LaCroix","No"
"Raoul Wallenberg Democratic Club","District 19","Marjan Philhour","Yes"
"Raoul Wallenberg Democratic Club","District 19","Mark Farrell","Yes"
"Raoul Wallenberg Democratic Club","District 19","Mary Jung","Yes"
"Raoul Wallenberg Democratic Club","District 19","Myrna Melgar","Yes"
"Raoul Wallenberg Democratic Club","District 19","Norman Yee","No"
"Raoul Wallenberg Democratic Club","District 19","Rachel Norton","Yes"
"Raoul Wallenberg Democratic Club","District 19","Samuel Kwong","No"
"Raoul Wallenberg Democratic Club","District 19","Sandra Lee Fewer","No"
"Raoul Wallenberg Democratic Club","District 19","Tom A. Hsieh, Jr.","Yes"
"Raoul Wallenberg Democratic Club","District 19","Trevor McNeil","Yes"
"Raoul Wallenberg Democratic Club","Proposition","Local A","Yes"
"Raoul Wallenberg Democratic Club","Proposition","Local B","Yes"
"Raoul Wallenberg Democratic Club","Proposition","Local C","Yes"
"Raoul Wallenberg Democratic Club","Proposition","Local D","Yes"
"Raoul Wallenberg Democratic Club","Proposition","Local E","Yes"
"Raoul Wallenberg Democratic Club","Proposition","Regional AA","Yes"
"Raoul Wallenberg Democratic Club","Proposition","State 50","Yes"
"Raoul Wallenberg Democratic Club","State Senate","Jane Kim","No"
"Raoul Wallenberg Democratic Club","State Senate","Scott Wiener","Yes"
"Richmond District Democratic Club","District 17","Aaron Peskin",NA
"Richmond District Democratic Club","District 17","Alix Rosenthal",NA
"Richmond District Democratic Club","District 17","Alysabeth Alexander",NA
"Richmond District Democratic Club","District 17","Arlo Hale Smith",NA
"Richmond District Democratic Club","District 17","Bevan Dufty",NA
"Richmond District Democratic Club","District 17","Cindy Wu",NA
"Richmond District Democratic Club","District 17","David Campos",NA
"Richmond District Democratic Club","District 17","David Giesen",NA
"Richmond District Democratic Club","District 17","Frances Hsieh",NA
"Richmond District Democratic Club","District 17","Francis Tsang",NA
"Richmond District Democratic Club","District 17","Gary McCoy",NA
"Richmond District Democratic Club","District 17","Gladys Soto",NA
"Richmond District Democratic Club","District 17","Jane Kim",NA
"Richmond District Democratic Club","District 17","Jill Wynns",NA
"Richmond District Democratic Club","District 17","Jo Elias-Jackson",NA
"Richmond District Democratic Club","District 17","John Burton",NA
"Richmond District Democratic Club","District 17","Jon Golinger",NA
"Richmond District Democratic Club","District 17","Joshua Arce",NA
"Richmond District Democratic Club","District 17","Leah Pimentel",NA
"Richmond District Democratic Club","District 17","London Breed",NA
"Richmond District Democratic Club","District 17","Malia Cohen",NA
"Richmond District Democratic Club","District 17","Marlene Tran",NA
"Richmond District Democratic Club","District 17","Melissa San Miguel",NA
"Richmond District Democratic Club","District 17","Michael E. Grafton",NA
"Richmond District Democratic Club","District 17","Nicholas Pasquarielleo",NA
"Richmond District Democratic Club","District 17","Petra DeJesus",NA
"Richmond District Democratic Club","District 17","Pratima Gupta",NA
"Richmond District Democratic Club","District 17","Rafael Mandelman",NA
"Richmond District Democratic Club","District 17","Rebecca Prozan",NA
"Richmond District Democratic Club","District 17","Rick Hauptman",NA
"Richmond District Democratic Club","District 17","Rodney Hauge",NA
"Richmond District Democratic Club","District 17","Scott Wiener",NA
"Richmond District Democratic Club","District 17","Shaun Haines",NA
"Richmond District Democratic Club","District 17","Sophie Maxwell",NA
"Richmond District Democratic Club","District 17","Tom Ammiano",NA
"Richmond District Democratic Club","District 17","Tom Hsieh, Sr.",NA
"Richmond District Democratic Club","District 17","Wade Woods",NA
"Richmond District Democratic Club","District 17","Wendy Ha Chau",NA
"Richmond District Democratic Club","District 17","Zoe Dunning",NA
"Richmond District Democratic Club","District 19","Angela Alioto","No"
"Richmond District Democratic Club","District 19","Bill Fazio","No"
"Richmond District Democratic Club","District 19","Brigitte Davila","Yes"
"Richmond District Democratic Club","District 19","Emily Murase","No"
"Richmond District Democratic Club","District 19","Eric Mar","Yes"
"Richmond District Democratic Club","District 19","Gabriel Medina","Yes"
"Richmond District Democratic Club","District 19","Hene Kelly","Yes"
"Richmond District Democratic Club","District 19","Joel Engardio","No"
"Richmond District Democratic Club","District 19","Kat Anderson","No"
"Richmond District Democratic Club","District 19","Keith Baraka","No"
"Richmond District Democratic Club","District 19","Leah LaCroix","Yes"
"Richmond District Democratic Club","District 19","Marjan Philhour","No"
"Richmond District Democratic Club","District 19","Mark Farrell","No"
"Richmond District Democratic Club","District 19","Mary Jung","No"
"Richmond District Democratic Club","District 19","Myrna Melgar","Yes"
"Richmond District Democratic Club","District 19","Norman Yee","Yes"
"Richmond District Democratic Club","District 19","Rachel Norton","No"
"Richmond District Democratic Club","District 19","Samuel Kwong","No"
"Richmond District Democratic Club","District 19","Sandra Lee Fewer","Yes"
"Richmond District Democratic Club","District 19","Tom A. Hsieh, Jr.","No"
"Richmond District Democratic Club","District 19","Trevor McNeil","No"
"Richmond District Democratic Club","Proposition","Local A","Yes"
"Richmond District Democratic Club","Proposition","Local B","Yes"
"Richmond District Democratic Club","Proposition","Local C","Yes"
"Richmond District Democratic Club","Proposition","Local D","Yes"
"Richmond District Democratic Club","Proposition","Local E","Yes"
"Richmond District Democratic Club","Proposition","Regional AA","Yes"
"Richmond District Democratic Club","Proposition","State 50","Yes"
"Richmond District Democratic Club","State Senate","Jane Kim","Yes"
"Richmond District Democratic Club","State Senate","Scott Wiener","No"
"Robert F. Kennedy Democratic Club","District 17","Aaron Peskin","No"
"Robert F. Kennedy Democratic Club","District 17","Alix Rosenthal","Yes"
"Robert F. Kennedy Democratic Club","District 17","Alysabeth Alexander","No"
"Robert F. Kennedy Democratic Club","District 17","Arlo Hale Smith","Yes"
"Robert F. Kennedy Democratic Club","District 17","Bevan Dufty","No"
"Robert F. Kennedy Democratic Club","District 17","Cindy Wu","No"
"Robert F. Kennedy Democratic Club","District 17","David Campos","No"
"Robert F. Kennedy Democratic Club","District 17","David Giesen","No"
"Robert F. Kennedy Democratic Club","District 17","Frances Hsieh","No"
"Robert F. Kennedy Democratic Club","District 17","Francis Tsang","Yes"
"Robert F. Kennedy Democratic Club","District 17","Gary McCoy","Yes"
"Robert F. Kennedy Democratic Club","District 17","Gladys Soto","No"
"Robert F. Kennedy Democratic Club","District 17","Jane Kim","No"
"Robert F. Kennedy Democratic Club","District 17","Jill Wynns","Yes"
"Robert F. Kennedy Democratic Club","District 17","Jo Elias-Jackson","No"
